generated_at,model_id,artifact_id,artifact_version,migration_id,artifact_family,row_key,stock_id,episode_key,trigger_date,entry_date,before_source_anomaly_candidate_flag,after_source_anomaly_candidate_flag,business_projection_unchanged,change_reason
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2883|absolute_or_two_month_yoy_ge15|2883|20250517|1|20250806|20250807,2883,absolute_or_two_month_yoy_ge15|2883|20250517|1,20250806,20250807,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2885|absolute_or_two_month_yoy_ge15|2885|20250917|1|20250919|20250922,2885,absolute_or_two_month_yoy_ge15|2885|20250917|1,20250919,20250922,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2887|absolute_or_two_month_yoy_ge15|2887|20250817|1|20250903|20250904,2887,absolute_or_two_month_yoy_ge15|2887|20250817|1,20250903,20250904,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2889|absolute_or_two_month_yoy_ge15|2889|20250917|1|20251016|20251017,2889,absolute_or_two_month_yoy_ge15|2889|20250917|1,20251016,20251017,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2891|absolute_or_two_month_yoy_ge15|2891|20250717|1|20250811|20250812,2891,absolute_or_two_month_yoy_ge15|2891|20250717|1,20250811,20250812,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|2905|absolute_or_two_month_yoy_ge15|2905|20250617|1|20251125|20251126,2905,absolute_or_two_month_yoy_ge15|2905|20250617|1,20251125,20251126,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|3521|absolute_or_two_month_yoy_ge15|3521|20260117|1|20260127|20260128,3521,absolute_or_two_month_yoy_ge15|3521|20260117|1,20260127,20260128,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|4142|absolute_or_two_month_yoy_ge15|4142|20250617|1|20251022|20251023,4142,absolute_or_two_month_yoy_ge15|4142|20250617|1,20251022,20251023,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|4806|absolute_or_two_month_yoy_ge15|4806|20251217|1|20260611|20260612,4806,absolute_or_two_month_yoy_ge15|4806|20251217|1,20260611,20260612,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|5302|absolute_or_two_month_yoy_ge15|5302|20251217|1|20260120|20260121,5302,absolute_or_two_month_yoy_ge15|5302|20251217|1,20260120,20260121,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|5351|absolute_or_two_month_yoy_ge15|5351|20260217|2|20260312|20260313,5351,absolute_or_two_month_yoy_ge15|5351|20260217|2,20260312,20260313,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|5484|absolute_or_two_month_yoy_ge15|5484|20251017|1|20251204|20251205,5484,absolute_or_two_month_yoy_ge15|5484|20251017|1,20251204,20251205,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6016|absolute_or_two_month_yoy_ge15|6016|20251217|1|20260224|20260225,6016,absolute_or_two_month_yoy_ge15|6016|20251217|1,20260224,20260225,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6026|absolute_or_two_month_yoy_ge15|6026|20251217|1|20260128|20260129,6026,absolute_or_two_month_yoy_ge15|6026|20251217|1,20260128,20260129,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6177|absolute_or_two_month_yoy_ge15|6177|20250517|1|20250723|20250724,6177,absolute_or_two_month_yoy_ge15|6177|20250517|1,20250723,20250724,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6576|absolute_or_two_month_yoy_ge15|6576|20251217|1|20260126|20260127,6576,absolute_or_two_month_yoy_ge15|6576|20251217|1,20260126,20260127,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6596|absolute_or_two_month_yoy_ge15|6596|20251217|1|20260310|20260311,6596,absolute_or_two_month_yoy_ge15|6596|20251217|1,20260310,20260311,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|6838|absolute_or_two_month_yoy_ge15|6838|20260317|1|20260414|20260415,6838,absolute_or_two_month_yoy_ge15|6838|20260317|1,20260414,20260415,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|8034|absolute_or_two_month_yoy_ge15|8034|20251217|1|20260120|20260121,8034,absolute_or_two_month_yoy_ge15|8034|20251217|1,20260120,20260121,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference|8093|absolute_or_two_month_yoy_ge15|8093|20260217|1|20260402|20260407,8093,absolute_or_two_month_yoy_ge15|8093|20260217|1,20260402,20260407,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|1591|absolute_or_two_month_yoy_ge15|1591|20251217|1|20260205|20260206,1591,absolute_or_two_month_yoy_ge15|1591|20251217|1,20260205,20260206,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|1618|absolute_or_two_month_yoy_ge15|1618|20250717|1|20250806|20250807,1618,absolute_or_two_month_yoy_ge15|1618|20250717|1,20250806,20250807,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2451|absolute_or_two_month_yoy_ge15|2451|20250517|1|20250703|20250704,2451,absolute_or_two_month_yoy_ge15|2451|20250517|1,20250703,20250704,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2542|absolute_or_two_month_yoy_ge15|2542|20250717|1|20250804|20250805,2542,absolute_or_two_month_yoy_ge15|2542|20250717|1,20250804,20250805,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2855|absolute_or_two_month_yoy_ge15|2855|20250817|1|20251107|20251110,2855,absolute_or_two_month_yoy_ge15|2855|20250817|1,20251107,20251110,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2867|absolute_or_two_month_yoy_ge15|2867|20250917|1|20251003|20251007,2867,absolute_or_two_month_yoy_ge15|2867|20250917|1,20251003,20251007,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2882|absolute_or_two_month_yoy_ge15|2882|20250917|1|20250923|20250924,2882,absolute_or_two_month_yoy_ge15|2882|20250917|1,20250923,20250924,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2883|absolute_or_two_month_yoy_ge15|2883|20250517|1|20250806|20250807,2883,absolute_or_two_month_yoy_ge15|2883|20250517|1,20250806,20250807,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2885|absolute_or_two_month_yoy_ge15|2885|20250917|1|20250919|20250922,2885,absolute_or_two_month_yoy_ge15|2885|20250917|1,20250919,20250922,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2887|absolute_or_two_month_yoy_ge15|2887|20250817|1|20250903|20250904,2887,absolute_or_two_month_yoy_ge15|2887|20250817|1,20250903,20250904,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d|2889|absolute_or_two_month_yoy_ge15|2889|20250917|1|20251016|20251017,2889,absolute_or_two_month_yoy_ge15|2889|20250917|1,20251016,20251017,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
